,BSSE_QGF_204446,BSSE_QGF_204447,BSSE_QGF_204448,BSSE_QGF_204449,BSSE_QGF_204450,BSSE_QGF_204451,BSSE_QGF_204452,BSSE_QGF_204453,BSSE_QGF_204458,BSSE_QGF_204459,BSSE_QGF_204460,BSSE_QGF_204461,BSSE_QGF_204462,BSSE_QGF_204463,BSSE_QGF_204464,BSSE_QGF_204465
ENSG00000027697,1315,1002,1456,504,1715,1026,580,1094,1416,1263,657,786,1558,1109,738,750
ENSG00000177468,1,5,14,0,69,23,59,23,22,57,45,7,10,3,18,1
ENSG00000213108,1,1,6,0,3,3,5,3,0,4,3,0,1,1,4,1
ENSG00000220412,69,77,181,92,90,84,160,86,96,76,121,87,76,75,150,125
ENSG00000234956,4,36,176,85,16,66,199,82,10,50,229,153,6,48,135,109
ENSG00000237499,247,493,265,650,304,665,312,649,233,618,258,690,280,492,306,531
ENSG00000287393,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000226004,2,0,2,0,1,0,3,0,3,3,4,1,5,4,8,0
ENSG00000112378,322,386,986,280,611,426,1187,361,577,544,1041,484,370,343,727,252
ENSG00000254440,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000215878,0,0,2,0,0,0,1,0,1,1,3,0,0,0,1,0
ENSG00000135540,8,8,16,16,11,22,11,7,3,6,6,18,3,8,9,5
ENSG00000266555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000216802,5,3,9,6,8,6,8,2,16,2,6,6,3,12,7,7
ENSG00000279968,15,17,47,8,9,11,24,5,13,8,21,17,15,24,40,16
ENSG00000220600,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0
ENSG00000135597,2433,2209,4332,3490,2762,2581,2799,2909,2463,2376,2471,2321,2399,2245,2897,2691
ENSG00000231329,1,1,2,1,3,2,0,6,0,5,2,3,1,3,0,0
ENSG00000272446,20,32,2,21,15,21,16,17,3,11,15,27,14,28,19,25
ENSG00000164440,49,67,19,86,41,73,63,65,42,54,51,68,60,70,58,88
ENSG00000164442,1239,1293,1251,1254,1471,1829,1278,1503,1441,2010,1346,1459,1491,1879,1143,1197
ENSG00000238099,0,0,2,0,1,2,3,1,1,1,1,3,0,0,0,2
ENSG00000219806,5,8,22,10,16,11,14,9,8,2,10,8,10,10,16,8
ENSG00000225148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234147,0,0,6,0,1,0,7,0,0,0,0,0,1,0,6,0
ENSG00000216548,15,7,24,5,5,5,24,10,10,9,18,5,14,8,11,3
ENSG00000275138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222764,0,2,0,6,0,1,1,0,0,0,1,2,0,0,4,6
ENSG00000218351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000135577,3,0,4,1,2,0,0,0,1,0,1,0,0,0,0,1
ENSG00000237494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236366,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0
ENSG00000010818,4667,5046,4638,4414,5352,5930,3055,5900,4482,5859,3289,4548,4648,5855,3461,4851
ENSG00000229017,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,3
ENSG00000227192,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000225752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000217495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189007,1238,796,2087,2238,1096,1137,1407,1628,986,1144,1081,1248,1139,945,1640,1247
ENSG00000001036,235,303,600,861,682,825,949,848,433,473,496,613,359,508,861,761
ENSG00000235740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270890,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
ENSG00000118495,402,468,982,1283,661,718,917,1095,512,709,669,841,611,738,1026,1064
LRG_1101,356,422,911,1111,586,632,845,993,461,641,623,728,544,659,947,948
LRG_1035,0,8,10,1,5,3,1,2,1,2,2,5,1,0,4,5
ENSG00000283122,0,8,10,1,5,3,1,2,1,2,2,5,1,0,4,5
ENSG00000169976,2171,2126,4219,2432,2838,2900,3801,2766,2158,2115,2381,1722,2077,3493,3767,2605
ENSG00000217027,6486,3982,4963,4035,6983,5774,4222,7079,6518,5936,3685,5522,7208,3951,4960,4855
ENSG00000216475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000217195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000220739,8,0,11,11,7,4,11,16,5,12,8,8,10,2,13,4
ENSG00000112425,174,153,217,181,182,245,298,287,124,134,158,147,170,158,290,285
ENSG00000201119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000217612,2,1,4,1,1,4,0,3,2,0,4,5,0,0,2,2
ENSG00000270828,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0
ENSG00000288056,7,12,10,16,10,11,19,49,4,12,1,4,9,11,22,37
ENSG00000280184,16,27,15,32,19,28,18,48,11,7,2,27,18,31,16,63
ENSG00000118496,864,1012,1178,1360,1329,1692,1052,2383,863,1085,692,1298,1101,1213,1153,2283
ENSG00000146414,1637,1203,1280,1507,1907,1559,1279,1403,1576,1511,818,1176,1752,1452,1320,1398
ENSG00000216811,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000237468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273719,0,0,0,0,1,0,0,0,2,7,1,1,2,0,0,0
ENSG00000228283,115,35,166,75,112,80,171,105,117,77,119,108,112,47,179,119
ENSG00000233452,37,29,49,143,27,37,45,70,24,20,30,54,25,23,38,80
ENSG00000272397,0,0,1,0,2,1,0,0,2,0,0,1,1,0,2,0
ENSG00000226249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000217824,0,2,7,0,1,4,6,1,3,2,0,0,0,0,2,1
ENSG00000231368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236591,27,10,163,11,49,23,192,14,54,22,235,35,55,40,216,31
ENSG00000219487,142,118,265,97,211,150,189,153,162,126,148,109,167,106,276,102
ENSG00000225924,0,0,1,1,2,0,0,0,0,0,4,2,0,0,0,3
ENSG00000216265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000178199,1677,1258,3522,1496,1513,1267,2048,1432,1566,1451,2368,1625,1209,1579,2109,1859
ENSG00000219553,13,12,51,25,19,8,36,14,29,27,31,16,17,12,42,21
ENSG00000289045,11,2,1,4,7,5,5,5,2,13,10,12,19,2,5,6
ENSG00000131013,837,686,1374,864,1160,882,838,858,952,868,756,655,1029,834,970,899
ENSG00000281021,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
ENSG00000233330,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
ENSG00000186625,818,728,1254,609,1109,968,1187,858,906,705,814,663,816,893,1234,865
ENSG00000131023,2428,1564,2106,1886,3038,2055,1365,2050,2464,2234,1288,1631,2757,1698,1382,1728
ENSG00000120253,2220,1484,2760,1812,2535,1616,2513,1794,2142,1884,1848,1609,2387,1692,2930,1694
ENSG00000231760,5,2,4,0,2,1,1,1,0,2,1,0,2,1,2,0
ENSG00000285889,3,0,1,0,3,0,2,0,0,1,4,0,2,0,1,0
ENSG00000285991,37,8,106,7,66,10,74,8,31,8,46,17,21,20,32,11
ENSG00000120256,40,9,110,6,65,10,82,11,32,6,47,12,20,16,33,13
ENSG00000164520,0,0,1,1,4,1,0,1,1,2,0,5,1,6,3,2
ENSG00000203722,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1
ENSG00000218358,26,7,18,5,19,5,10,1,30,1,3,1,17,4,12,2
ENSG00000155918,0,0,1,0,3,0,0,1,1,0,1,0,0,1,0,0
ENSG00000235972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131019,59,44,26,29,191,182,71,115,138,181,82,157,66,56,36,49
ENSG00000201628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000220598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000219622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231883,1,2,1,3,1,4,0,2,2,6,0,1,1,4,1,0
ENSG00000213087,1967,1461,3340,1570,264,230,349,236,826,754,998,746,847,1258,1344,1062
ENSG00000252431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181472,2004,1817,1625,2224,2427,2137,1748,2241,2067,2061,1319,1794,2084,2069,1939,1934
ENSG00000252615,0,0,0,0,2,0,0,2,1,0,1,0,3,1,1,0
ENSG00000155906,632,592,1270,890,743,796,1157,703,605,599,886,642,558,613,1391,826
ENSG00000219395,13,10,17,13,16,19,9,14,10,8,6,15,12,3,13,5
ENSG00000207422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000287914,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LRG_427,11385,14359,2636,6419,18758,22950,5790,15858,11295,13948,3861,10289,11958,19512,6121,11433
ENSG00000131018,12027,15068,2794,6756,19765,23820,6040,16601,11911,14763,4077,10882,12756,20223,6358,11960
ENSG00000224893,2,0,1,2,0,1,1,3,3,2,0,0,2,0,0,0
ENSG00000220745,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000112029,1124,678,1624,467,1475,1123,1697,661,1255,638,1077,737,900,818,1851,1028
ENSG00000112031,610,499,782,581,670,706,666,624,573,489,375,415,518,329,643,453
ENSG00000091844,3,0,2,2,1,1,0,1,3,0,0,0,1,0,0,0
ENSG00000201939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000218426,8643,8268,15561,9801,8326,9734,11785,9110,5833,6284,8296,6148,6003,9826,11767,11051
ENSG00000237312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000217085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000074706,2250,2060,839,1360,2709,2716,2842,2428,2335,2746,2548,2071,2498,2567,3060,2246
ENSG00000288520,637,677,336,370,814,867,899,624,628,804,869,579,666,897,951,697
ENSG00000153721,2,7,2,4,10,6,1,4,3,12,0,4,5,14,1,2
ENSG00000231316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000218757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235381,156,106,65,162,134,104,73,113,113,98,66,83,132,84,92,110
ENSG00000029639,498,438,1240,541,535,450,813,427,468,364,648,409,479,446,924,469
ENSG00000232529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000074771,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000238789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271265,10,10,3,2,9,14,5,14,3,7,0,7,4,4,9,8
ENSG00000271551,29,43,17,58,29,33,32,31,21,29,8,36,14,45,35,52
ENSG00000271899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270487,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0
ENSG00000233044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215712,664,615,1108,744,982,809,1089,786,793,632,834,635,733,942,1094,921
ENSG00000217783,0,0,2,3,2,0,6,1,1,4,0,2,4,1,2,6
ENSG00000213078,3,1,7,4,4,0,3,3,3,1,8,8,1,0,9,6
ENSG00000218631,25,24,7,57,37,46,43,59,24,49,34,69,23,22,39,41
ENSG00000286482,125,157,56,273,158,166,241,203,138,173,108,210,110,145,215,189
ENSG00000234361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229502,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000236324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000122335,351,292,711,406,657,554,681,618,509,441,587,478,379,342,604,392
ENSG00000188451,139,107,324,159,162,145,208,148,142,134,130,118,158,103,233,142
ENSG00000287591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000219188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000218226,2,12,2,13,2,3,4,1,3,3,1,5,2,2,1,5
ENSG00000146425,1785,1738,2432,2283,2669,2057,2382,2163,2012,1906,1769,1573,2100,2004,2152,1578
ENSG00000219249,0,0,2,0,0,0,2,0,1,2,0,0,1,2,0,0
ENSG00000265558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000092820,9147,9848,14488,10145,12902,13890,14460,12033,10642,12318,10247,9672,10371,13629,14740,10782
ENSG00000243775,56,33,72,48,73,58,55,73,48,44,34,52,63,37,79,50
ENSG00000213076,1,0,0,0,0,1,0,3,0,1,2,0,0,0,1,4
ENSG00000223191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000130363,66,123,264,185,144,189,312,173,133,203,411,245,141,231,367,219
ENSG00000164691,4331,4715,3195,4084,6112,7172,2728,5426,3729,4862,1485,3027,4924,6241,2178,3333
ENSG00000226032,760,935,757,697,1156,1279,471,867,655,895,262,592,881,969,369,541
ENSG00000285492,5,10,6,19,4,11,5,5,1,7,7,8,8,22,34,17
ENSG00000233682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231178,0,0,0,1,1,0,0,2,2,2,0,0,0,1,0,0
ENSG00000286533,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000216480,64,58,110,48,88,54,75,72,80,33,63,49,66,34,111,67
ENSG00000237927,2,1,0,2,2,1,0,3,0,2,0,1,0,3,1,1
ENSG00000112096,1771,1475,2203,1440,1972,1596,1716,1602,1714,1727,1762,1226,1990,1669,2488,1546
ENSG00000220305,18,29,12,23,17,13,17,12,13,16,10,14,16,12,11,8
ENSG00000251988,8,3,3,6,11,6,13,7,7,6,1,3,16,3,9,5
ENSG00000285427,8,12,31,8,5,11,54,5,5,14,46,12,11,15,53,11
ENSG00000120438,5198,3234,15552,4232,7089,4806,11288,4426,5371,3756,7502,3680,4675,4192,12462,4240
ENSG00000207392,8,4,17,3,15,2,6,13,10,5,8,8,18,2,8,4
ENSG00000206910,15,9,38,13,9,10,16,22,14,17,19,20,21,3,12,15
ENSG00000268257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000216516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213071,560,209,157,192,703,156,91,196,563,284,82,91,618,294,75,128
ENSG00000198670,6,2,2,2,7,3,4,1,9,10,0,4,9,5,0,3
ENSG00000243831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287558,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000276960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272841,14,6,1,14,12,12,2,13,16,11,5,8,15,13,11,10
ENSG00000026652,579,1088,450,1328,1222,2200,554,1891,616,1046,355,1022,602,789,347,546
ENSG00000185345,4,3,0,1,0,2,2,5,3,5,2,1,6,1,2,0
ENSG00000217557,0,1,0,0,3,1,1,0,0,1,0,0,0,0,0,1
ENSG00000285610,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0
ENSG00000225437,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0
ENSG00000285553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281692,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
ENSG00000285564,1,1,0,0,0,0,0,1,2,3,0,0,0,0,0,0
ENSG00000285726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270419,14,8,14,16,7,17,10,11,18,15,20,16,14,11,18,17
ENSG00000228692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287550,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0
ENSG00000217878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112541,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0
ENSG00000206681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176381,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000198818,925,679,1766,1335,1628,1217,1707,1461,1204,1041,1147,998,798,561,964,850
ENSG00000060762,670,536,683,438,741,604,694,451,731,624,486,481,708,601,862,537
ENSG00000071242,28,30,38,21,45,52,32,29,39,42,36,37,32,50,26,27
ENSG00000232082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235272,728,612,802,772,886,764,702,750,775,672,568,637,747,820,760,690
ENSG00000235008,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1
ENSG00000249141,576,678,786,984,903,1020,625,1290,650,910,515,684,928,1257,846,1003
ENSG00000026297,1437,1885,1908,2776,2252,3020,1498,3063,1524,2456,1197,1739,2515,3347,2099,2769
ENSG00000227598,19,12,32,3,23,14,32,9,25,8,24,10,16,15,44,18
ENSG00000285730,23,10,23,6,21,17,33,8,17,10,18,10,21,23,31,19
ENSG00000265828,1,2,5,0,8,5,6,0,1,0,6,3,2,3,9,5
ENSG00000284825,2,1,1,0,1,3,0,0,2,5,0,0,1,0,1,0
ENSG00000284914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000216966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203688,0,0,2,2,0,1,0,1,1,1,0,2,2,0,0,0
ENSG00000213065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000146521,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
ENSG00000198221,3,1,2,4,4,1,4,0,5,1,3,5,1,3,3,2
ENSG00000235994,0,0,1,4,0,1,1,2,0,0,0,0,5,8,15,14
ENSG00000229921,1,0,1,18,0,3,5,6,0,1,3,2,19,15,29,30
ENSG00000153303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230711,57,12,48,36,76,41,45,46,52,51,29,47,47,39,54,30
ENSG00000164488,0,0,4,1,0,0,3,1,0,0,0,0,0,0,0,0
ENSG00000224417,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225879,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223485,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ENSG00000261039,0,0,1,10,0,0,11,0,1,1,4,7,1,0,13,16
ENSG00000186340,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0
ENSG00000233085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285887,0,0,4,0,0,0,1,1,0,0,2,0,1,0,1,0
ENSG00000285733,238,243,296,397,203,190,264,216,209,191,218,184,164,156,243,166
ENSG00000272848,3,1,3,0,1,1,3,0,0,3,0,1,1,2,3,0
ENSG00000184465,994,930,1215,1622,941,803,1061,948,809,848,728,786,711,714,997,680
LRG_1071,440,407,529,717,386,356,460,382,365,404,346,314,320,316,445,319
ENSG00000130024,3256,2597,4586,3521,3632,3436,4112,4034,3053,3195,3376,3096,3819,3368,4568,3824
ENSG00000232640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000184786,161,133,236,139,161,100,250,132,171,130,171,145,199,99,267,115
ENSG00000229214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287407,3,3,2,6,4,0,3,2,6,2,0,0,0,2,10,1
ENSG00000230960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271820,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
ENSG00000198719,56,23,29,53,38,12,16,17,26,14,8,8,69,39,17,30
ENSG00000271234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288829,31,18,14,22,18,22,17,21,21,25,19,24,20,21,13,24
ENSG00000008018,3740,2759,9159,3876,5134,4027,6919,4238,3718,3057,4929,2920,3433,4125,7512,4122
ENSG00000071994,2579,2140,3580,2515,3014,2666,3184,2760,2576,2260,2119,2162,2438,2358,3759,2575
ENSG00000273640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287140,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0
ENSG00000134121,1,0,0,2,2,2,0,2,2,0,0,0,3,5,0,0
ENSG00000224957,0,1,2,1,0,0,0,0,0,1,0,2,0,0,0,0
ENSG00000224239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000134115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214073,1,0,1,0,3,1,1,0,1,1,0,0,1,0,0,0
ENSG00000144619,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000286363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000072756,1141,777,1404,1213,1207,909,1124,1058,962,921,699,874,1074,698,1224,893
LRG_1314,957,662,1260,1025,979,750,977,871,795,724,589,693,873,566,1066,751
ENSG00000271870,130,63,66,100,102,91,94,99,115,94,59,96,137,25,117,83
ENSG00000175928,8,0,4,0,1,0,0,2,1,1,4,0,6,0,10,1
ENSG00000287720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170364,344,252,304,326,288,204,311,218,207,145,134,146,223,196,390,186
ENSG00000150995,2742,2756,6051,3371,3640,3147,5415,3232,2625,2670,3671,2198,3064,3538,4387,3079
ENSG00000275981,0,0,0,1,0,0,1,0,2,3,1,2,1,2,0,0
ENSG00000134107,10738,7753,73189,13655,16157,10502,30098,12744,11257,5933,31658,6974,10405,13124,25970,13213
ENSG00000237566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000134108,2071,1128,2332,1772,2319,1656,1859,2074,2227,1883,1615,1878,2450,1331,2073,1948
ENSG00000134109,7641,6883,14482,8263,9987,8123,9375,8766,7591,7046,7104,6630,7748,8711,9365,8319
ENSG00000229642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189229,0,1,2,1,1,1,3,1,0,0,0,0,0,2,0,0
ENSG00000223719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196277,0,2,0,0,1,1,0,0,3,2,0,1,1,2,1,0
ENSG00000288030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000071282,23,20,422,188,11,40,233,76,32,18,193,61,18,33,173,81
ENSG00000215160,2,0,1,2,2,3,0,3,2,4,0,4,6,1,2,3
LRG_329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000182533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
